id,source,source_url,exercise_id,variation_id,sex,bodyweight_label_lb,bodyweight_reference_kg,bodyweight_min_kg,bodyweight_max_kg,level,metric,value_kg,source_value_lb,notes
legion-male-bench-press-198-beginner,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,bench-press,bench-press__standard,male,198,89.8,86,94.8,beginner,absolute_e1rm,61.2,135,Original Legion chart lift name: Bench Press. Source row bodyweight: 198 lb. Converted from 135 lb to 61.2 kg.
legion-male-bench-press-198-novice,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,bench-press,bench-press__standard,male,198,89.8,86,94.8,novice,absolute_e1rm,78.5,173,Original Legion chart lift name: Bench Press. Source row bodyweight: 198 lb. Converted from 173 lb to 78.5 kg.
legion-male-bench-press-198-intermediate,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,bench-press,bench-press__standard,male,198,89.8,86,94.8,intermediate,absolute_e1rm,96.6,213,Original Legion chart lift name: Bench Press. Source row bodyweight: 198 lb. Converted from 213 lb to 96.6 kg.
legion-male-bench-press-198-advanced,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,bench-press,bench-press__standard,male,198,89.8,86,94.8,advanced,absolute_e1rm,131.1,289,Original Legion chart lift name: Bench Press. Source row bodyweight: 198 lb. Converted from 289 lb to 131.1 kg.
legion-male-bench-press-198-elite,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,bench-press,bench-press__standard,male,198,89.8,86,94.8,elite,absolute_e1rm,164.2,362,Original Legion chart lift name: Bench Press. Source row bodyweight: 198 lb. Converted from 362 lb to 164.2 kg.
legion-male-bench-press-220-beginner,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,bench-press,bench-press__standard,male,220,99.8,94.8,104.8,beginner,absolute_e1rm,64.4,142,Original Legion chart lift name: Bench Press. Source row bodyweight: 220 lb. Converted from 142 lb to 64.4 kg.
legion-male-bench-press-220-novice,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,bench-press,bench-press__standard,male,220,99.8,94.8,104.8,novice,absolute_e1rm,83,183,Original Legion chart lift name: Bench Press. Source row bodyweight: 220 lb. Converted from 183 lb to 83 kg.
legion-male-bench-press-220-intermediate,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,bench-press,bench-press__standard,male,220,99.8,94.8,104.8,intermediate,absolute_e1rm,102.1,225,Original Legion chart lift name: Bench Press. Source row bodyweight: 220 lb. Converted from 225 lb to 102.1 kg.
legion-male-bench-press-220-advanced,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,bench-press,bench-press__standard,male,220,99.8,94.8,104.8,advanced,absolute_e1rm,138.8,306,Original Legion chart lift name: Bench Press. Source row bodyweight: 220 lb. Converted from 306 lb to 138.8 kg.
legion-male-bench-press-220-elite,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,bench-press,bench-press__standard,male,220,99.8,94.8,104.8,elite,absolute_e1rm,172.8,381,Original Legion chart lift name: Bench Press. Source row bodyweight: 220 lb. Converted from 381 lb to 172.8 kg.
legion-male-bench-press-242-beginner,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,bench-press,bench-press__standard,male,242,109.8,104.8,117.3,beginner,absolute_e1rm,67.6,149,Original Legion chart lift name: Bench Press. Source row bodyweight: 242 lb. Converted from 149 lb to 67.6 kg.
legion-male-bench-press-242-novice,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,bench-press,bench-press__standard,male,242,109.8,104.8,117.3,novice,absolute_e1rm,86.2,190,Original Legion chart lift name: Bench Press. Source row bodyweight: 242 lb. Converted from 190 lb to 86.2 kg.
legion-male-bench-press-242-intermediate,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,bench-press,bench-press__standard,male,242,109.8,104.8,117.3,intermediate,absolute_e1rm,105.2,232,Original Legion chart lift name: Bench Press. Source row bodyweight: 242 lb. Converted from 232 lb to 105.2 kg.
legion-male-bench-press-242-advanced,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,bench-press,bench-press__standard,male,242,109.8,104.8,117.3,advanced,absolute_e1rm,143.3,316,Original Legion chart lift name: Bench Press. Source row bodyweight: 242 lb. Converted from 316 lb to 143.3 kg.
legion-male-bench-press-242-elite,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,bench-press,bench-press__standard,male,242,109.8,104.8,117.3,elite,absolute_e1rm,179.2,395,Original Legion chart lift name: Bench Press. Source row bodyweight: 242 lb. Converted from 395 lb to 179.2 kg.
legion-male-bench-press-275-beginner,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,bench-press,bench-press__standard,male,275,124.7,117.3,134.7,beginner,absolute_e1rm,69.4,153,Original Legion chart lift name: Bench Press. Source row bodyweight: 275 lb. Converted from 153 lb to 69.4 kg.
legion-male-bench-press-275-novice,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,bench-press,bench-press__standard,male,275,124.7,117.3,134.7,novice,absolute_e1rm,88.9,196,Original Legion chart lift name: Bench Press. Source row bodyweight: 275 lb. Converted from 196 lb to 88.9 kg.
legion-male-bench-press-275-intermediate,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,bench-press,bench-press__standard,male,275,124.7,117.3,134.7,intermediate,absolute_e1rm,108.4,239,Original Legion chart lift name: Bench Press. Source row bodyweight: 275 lb. Converted from 239 lb to 108.4 kg.
legion-male-bench-press-275-advanced,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,bench-press,bench-press__standard,male,275,124.7,117.3,134.7,advanced,absolute_e1rm,147.4,325,Original Legion chart lift name: Bench Press. Source row bodyweight: 275 lb. Converted from 325 lb to 147.4 kg.
legion-male-bench-press-275-elite,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,bench-press,bench-press__standard,male,275,124.7,117.3,134.7,elite,absolute_e1rm,184.6,407,Original Legion chart lift name: Bench Press. Source row bodyweight: 275 lb. Converted from 407 lb to 184.6 kg.
legion-male-bench-press-319-beginner,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,bench-press,bench-press__standard,male,319,144.7,134.7,144.9,beginner,absolute_e1rm,70.8,156,Original Legion chart lift name: Bench Press. Source row bodyweight: 319 lb. Converted from 156 lb to 70.8 kg.
legion-male-bench-press-319-novice,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,bench-press,bench-press__standard,male,319,144.7,134.7,144.9,novice,absolute_e1rm,90.3,199,Original Legion chart lift name: Bench Press. Source row bodyweight: 319 lb. Converted from 199 lb to 90.3 kg.
legion-male-bench-press-319-intermediate,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,bench-press,bench-press__standard,male,319,144.7,134.7,144.9,intermediate,absolute_e1rm,110.7,244,Original Legion chart lift name: Bench Press. Source row bodyweight: 319 lb. Converted from 244 lb to 110.7 kg.
legion-male-bench-press-319-advanced,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,bench-press,bench-press__standard,male,319,144.7,134.7,144.9,advanced,absolute_e1rm,151,333,Original Legion chart lift name: Bench Press. Source row bodyweight: 319 lb. Converted from 333 lb to 151 kg.
legion-male-bench-press-319-elite,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,bench-press,bench-press__standard,male,319,144.7,134.7,144.9,elite,absolute_e1rm,188.7,416,Original Legion chart lift name: Bench Press. Source row bodyweight: 319 lb. Converted from 416 lb to 188.7 kg.
legion-male-bench-press-320plus-beginner,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,bench-press,bench-press__standard,male,320+,145.1,144.9,,beginner,absolute_e1rm,72.1,159,Original Legion chart lift name: Bench Press. Source row bodyweight: 320+ lb. Converted from 159 lb to 72.1 kg.
legion-male-bench-press-320plus-novice,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,bench-press,bench-press__standard,male,320+,145.1,144.9,,novice,absolute_e1rm,92.5,204,Original Legion chart lift name: Bench Press. Source row bodyweight: 320+ lb. Converted from 204 lb to 92.5 kg.
legion-male-bench-press-320plus-intermediate,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,bench-press,bench-press__standard,male,320+,145.1,144.9,,intermediate,absolute_e1rm,112.5,248,Original Legion chart lift name: Bench Press. Source row bodyweight: 320+ lb. Converted from 248 lb to 112.5 kg.
legion-male-bench-press-320plus-advanced,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,bench-press,bench-press__standard,male,320+,145.1,144.9,,advanced,absolute_e1rm,154.2,340,Original Legion chart lift name: Bench Press. Source row bodyweight: 320+ lb. Converted from 340 lb to 154.2 kg.
legion-male-bench-press-320plus-elite,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,bench-press,bench-press__standard,male,320+,145.1,144.9,,elite,absolute_e1rm,192.8,425,Original Legion chart lift name: Bench Press. Source row bodyweight: 320+ lb. Converted from 425 lb to 192.8 kg.
legion-male-overhead-press-114-beginner,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,overhead-press,overhead-press__barbell,male,114,51.7,,53.8,beginner,absolute_e1rm,24,53,Original Legion chart lift name: Overhead Press. Source row bodyweight: 114 lb. Converted from 53 lb to 24 kg.
legion-male-overhead-press-114-novice,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,overhead-press,overhead-press__barbell,male,114,51.7,,53.8,novice,absolute_e1rm,32.7,72,Original Legion chart lift name: Overhead Press. Source row bodyweight: 114 lb. Converted from 72 lb to 32.7 kg.
legion-male-overhead-press-114-intermediate,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,overhead-press,overhead-press__barbell,male,114,51.7,,53.8,intermediate,absolute_e1rm,40.8,90,Original Legion chart lift name: Overhead Press. Source row bodyweight: 114 lb. Converted from 90 lb to 40.8 kg.
legion-male-overhead-press-114-advanced,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,overhead-press,overhead-press__barbell,male,114,51.7,,53.8,advanced,absolute_e1rm,48.5,107,Original Legion chart lift name: Overhead Press. Source row bodyweight: 114 lb. Converted from 107 lb to 48.5 kg.
legion-male-overhead-press-114-elite,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,overhead-press,overhead-press__barbell,male,114,51.7,,53.8,elite,absolute_e1rm,58.5,129,Original Legion chart lift name: Overhead Press. Source row bodyweight: 114 lb. Converted from 129 lb to 58.5 kg.
legion-male-overhead-press-123-beginner,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,overhead-press,overhead-press__barbell,male,123,55.8,53.8,57.8,beginner,absolute_e1rm,25.9,57,Original Legion chart lift name: Overhead Press. Source row bodyweight: 123 lb. Converted from 57 lb to 25.9 kg.
legion-male-overhead-press-123-novice,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,overhead-press,overhead-press__barbell,male,123,55.8,53.8,57.8,novice,absolute_e1rm,35.4,78,Original Legion chart lift name: Overhead Press. Source row bodyweight: 123 lb. Converted from 78 lb to 35.4 kg.
legion-male-overhead-press-123-intermediate,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,overhead-press,overhead-press__barbell,male,123,55.8,53.8,57.8,intermediate,absolute_e1rm,44.5,98,Original Legion chart lift name: Overhead Press. Source row bodyweight: 123 lb. Converted from 98 lb to 44.5 kg.
legion-male-overhead-press-123-advanced,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,overhead-press,overhead-press__barbell,male,123,55.8,53.8,57.8,advanced,absolute_e1rm,52.6,116,Original Legion chart lift name: Overhead Press. Source row bodyweight: 123 lb. Converted from 116 lb to 52.6 kg.
legion-male-overhead-press-123-elite,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,overhead-press,overhead-press__barbell,male,123,55.8,53.8,57.8,elite,absolute_e1rm,64,141,Original Legion chart lift name: Overhead Press. Source row bodyweight: 123 lb. Converted from 141 lb to 64 kg.
legion-male-overhead-press-132-beginner,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,overhead-press,overhead-press__barbell,male,132,59.9,57.8,63.5,beginner,absolute_e1rm,27.7,61,Original Legion chart lift name: Overhead Press. Source row bodyweight: 132 lb. Converted from 61 lb to 27.7 kg.
legion-male-overhead-press-132-novice,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,overhead-press,overhead-press__barbell,male,132,59.9,57.8,63.5,novice,absolute_e1rm,38.1,84,Original Legion chart lift name: Overhead Press. Source row bodyweight: 132 lb. Converted from 84 lb to 38.1 kg.
legion-male-overhead-press-132-intermediate,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,overhead-press,overhead-press__barbell,male,132,59.9,57.8,63.5,intermediate,absolute_e1rm,47.6,105,Original Legion chart lift name: Overhead Press. Source row bodyweight: 132 lb. Converted from 105 lb to 47.6 kg.
legion-male-overhead-press-132-advanced,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,overhead-press,overhead-press__barbell,male,132,59.9,57.8,63.5,advanced,absolute_e1rm,56.7,125,Original Legion chart lift name: Overhead Press. Source row bodyweight: 132 lb. Converted from 125 lb to 56.7 kg.
legion-male-overhead-press-132-elite,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,overhead-press,overhead-press__barbell,male,132,59.9,57.8,63.5,elite,absolute_e1rm,68.5,151,Original Legion chart lift name: Overhead Press. Source row bodyweight: 132 lb. Converted from 151 lb to 68.5 kg.
legion-male-overhead-press-148-beginner,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,overhead-press,overhead-press__barbell,male,148,67.1,63.5,71,beginner,absolute_e1rm,31.3,69,Original Legion chart lift name: Overhead Press. Source row bodyweight: 148 lb. Converted from 69 lb to 31.3 kg.
legion-male-overhead-press-148-novice,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,overhead-press,overhead-press__barbell,male,148,67.1,63.5,71,novice,absolute_e1rm,42.6,94,Original Legion chart lift name: Overhead Press. Source row bodyweight: 148 lb. Converted from 94 lb to 42.6 kg.
legion-male-overhead-press-148-intermediate,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,overhead-press,overhead-press__barbell,male,148,67.1,63.5,71,intermediate,absolute_e1rm,54,119,Original Legion chart lift name: Overhead Press. Source row bodyweight: 148 lb. Converted from 119 lb to 54 kg.
legion-male-overhead-press-148-advanced,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,overhead-press,overhead-press__barbell,male,148,67.1,63.5,71,advanced,absolute_e1rm,63.5,140,Original Legion chart lift name: Overhead Press. Source row bodyweight: 148 lb. Converted from 140 lb to 63.5 kg.
legion-male-overhead-press-148-elite,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,overhead-press,overhead-press__barbell,male,148,67.1,63.5,71,elite,absolute_e1rm,76.7,169,Original Legion chart lift name: Overhead Press. Source row bodyweight: 148 lb. Converted from 169 lb to 76.7 kg.
legion-male-overhead-press-165-beginner,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,overhead-press,overhead-press__barbell,male,165,74.8,71,78.5,beginner,absolute_e1rm,34,75,Original Legion chart lift name: Overhead Press. Source row bodyweight: 165 lb. Converted from 75 lb to 34 kg.
legion-male-overhead-press-165-novice,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,overhead-press,overhead-press__barbell,male,165,74.8,71,78.5,novice,absolute_e1rm,46.3,102,Original Legion chart lift name: Overhead Press. Source row bodyweight: 165 lb. Converted from 102 lb to 46.3 kg.
legion-male-overhead-press-165-intermediate,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,overhead-press,overhead-press__barbell,male,165,74.8,71,78.5,intermediate,absolute_e1rm,58.5,129,Original Legion chart lift name: Overhead Press. Source row bodyweight: 165 lb. Converted from 129 lb to 58.5 kg.
legion-male-overhead-press-165-advanced,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,overhead-press,overhead-press__barbell,male,165,74.8,71,78.5,advanced,absolute_e1rm,69.4,153,Original Legion chart lift name: Overhead Press. Source row bodyweight: 165 lb. Converted from 153 lb to 69.4 kg.
legion-male-overhead-press-165-elite,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,overhead-press,overhead-press__barbell,male,165,74.8,71,78.5,elite,absolute_e1rm,84.4,186,Original Legion chart lift name: Overhead Press. Source row bodyweight: 165 lb. Converted from 186 lb to 84.4 kg.
legion-male-overhead-press-181-beginner,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,overhead-press,overhead-press__barbell,male,181,82.1,78.5,86,beginner,absolute_e1rm,36.7,81,Original Legion chart lift name: Overhead Press. Source row bodyweight: 181 lb. Converted from 81 lb to 36.7 kg.
legion-male-overhead-press-181-novice,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,overhead-press,overhead-press__barbell,male,181,82.1,78.5,86,novice,absolute_e1rm,49.9,110,Original Legion chart lift name: Overhead Press. Source row bodyweight: 181 lb. Converted from 110 lb to 49.9 kg.
legion-male-overhead-press-181-intermediate,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,overhead-press,overhead-press__barbell,male,181,82.1,78.5,86,intermediate,absolute_e1rm,62.6,138,Original Legion chart lift name: Overhead Press. Source row bodyweight: 181 lb. Converted from 138 lb to 62.6 kg.
legion-male-overhead-press-181-advanced,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,overhead-press,overhead-press__barbell,male,181,82.1,78.5,86,advanced,absolute_e1rm,74.4,164,Original Legion chart lift name: Overhead Press. Source row bodyweight: 181 lb. Converted from 164 lb to 74.4 kg.
legion-male-overhead-press-181-elite,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,overhead-press,overhead-press__barbell,male,181,82.1,78.5,86,elite,absolute_e1rm,98.9,218,Original Legion chart lift name: Overhead Press. Source row bodyweight: 181 lb. Converted from 218 lb to 98.9 kg.
legion-male-overhead-press-198-beginner,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,overhead-press,overhead-press__barbell,male,198,89.8,86,94.8,beginner,absolute_e1rm,38.6,85,Original Legion chart lift name: Overhead Press. Source row bodyweight: 198 lb. Converted from 85 lb to 38.6 kg.
legion-male-overhead-press-198-novice,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,overhead-press,overhead-press__barbell,male,198,89.8,86,94.8,novice,absolute_e1rm,52.6,116,Original Legion chart lift name: Overhead Press. Source row bodyweight: 198 lb. Converted from 116 lb to 52.6 kg.
legion-male-overhead-press-198-intermediate,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,overhead-press,overhead-press__barbell,male,198,89.8,86,94.8,intermediate,absolute_e1rm,66.2,146,Original Legion chart lift name: Overhead Press. Source row bodyweight: 198 lb. Converted from 146 lb to 66.2 kg.
legion-male-overhead-press-198-advanced,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,overhead-press,overhead-press__barbell,male,198,89.8,86,94.8,advanced,absolute_e1rm,78.5,173,Original Legion chart lift name: Overhead Press. Source row bodyweight: 198 lb. Converted from 173 lb to 78.5 kg.
legion-male-overhead-press-198-elite,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,overhead-press,overhead-press__barbell,male,198,89.8,86,94.8,elite,absolute_e1rm,106.1,234,Original Legion chart lift name: Overhead Press. Source row bodyweight: 198 lb. Converted from 234 lb to 106.1 kg.
legion-male-overhead-press-220-beginner,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,overhead-press,overhead-press__barbell,male,220,99.8,94.8,104.8,beginner,absolute_e1rm,40.4,89,Original Legion chart lift name: Overhead Press. Source row bodyweight: 220 lb. Converted from 89 lb to 40.4 kg.
